id,name,height,weight,generation,moves,forms,hp,attack,defense,special_attack,special_defense,speed,abilities,primary_type,secondary_type
499,pignite,10,555,5,"['fire-punch', 'thunder-punch', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'roar', 'ember', 'flamethrower', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'double-team', 'defense-curl', 'smog', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'yawn', 'knock-off', 'endeavor', 'secret-power', 'arm-thrust', 'overheat', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'covet', 'gyro-ball', 'close-combat', 'assurance', 'fling', 'sucker-punch', 'flare-blitz', 'poison-jab', 'drain-punch', 'focus-blast', 'zen-headbutt', 'stone-edge', 'grass-knot', 'head-smash', 'heavy-slam', 'flame-charge', 'low-sweep', 'round', 'echoed-voice', 'incinerate', 'fire-pledge', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'confide', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'coaching', 'tera-blast', 'trailblaze', 'temper-flare']",['pignite'],90,93,55,70,55,55,"['blaze', 'thick-fat']",fire,fighting
500,emboar,16,1500,5,"['fire-punch', 'thunder-punch', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'double-team', 'defense-curl', 'smog', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'yawn', 'knock-off', 'endeavor', 'secret-power', 'arm-thrust', 'blast-burn', 'overheat', 'odor-sleuth', 'rock-tomb', 'block', 'bulk-up', 'covet', 'hammer-arm', 'gyro-ball', 'close-combat', 'assurance', 'fling', 'sucker-punch', 'flare-blitz', 'poison-jab', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'grass-knot', 'head-smash', 'smack-down', 'heavy-slam', 'flame-charge', 'low-sweep', 'round', 'echoed-voice', 'scald', 'incinerate', 'fire-pledge', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'confide', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'body-press', 'coaching', 'tera-blast', 'trailblaze', 'hard-press', 'temper-flare']",['emboar'],110,123,65,100,65,65,"['blaze', 'reckless']",fire,fighting
501,oshawott,5,59,5,"['swords-dance', 'cut', 'tackle', 'take-down', 'tail-whip', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'taunt', 'helping-hand', 'revenge', 'knock-off', 'secret-power', 'dive', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'brine', 'assurance', 'fling', 'trump-card', 'copycat', 'night-slash', 'aqua-tail', 'air-slash', 'x-scissor', 'avalanche', 'grass-knot', 'aqua-jet', 'soak', 'round', 'scald', 'retaliate', 'water-pledge', 'work-up', 'sacred-sword', 'razor-shell', 'confide', 'liquidation', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water', 'aqua-cutter']",['oshawott'],55,55,45,63,45,45,"['torrent', 'shell-armor']",water,
502,dewott,8,245,5,"['swords-dance', 'cut', 'tackle', 'take-down', 'tail-whip', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'taunt', 'helping-hand', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'dive', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'fling', 'copycat', 'night-slash', 'aqua-tail', 'air-slash', 'x-scissor', 'vacuum-wave', 'avalanche', 'grass-knot', 'aqua-jet', 'soak', 'round', 'scald', 'retaliate', 'water-pledge', 'work-up', 'sacred-sword', 'razor-shell', 'confide', 'liquidation', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water', 'aqua-cutter']",['dewott'],75,75,60,83,60,60,"['torrent', 'shell-armor']",water,
503,samurott,15,946,5,"['swords-dance', 'cut', 'tackle', 'body-slam', 'take-down', 'tail-whip', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'waterfall', 'swift', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'dive', 'hydro-cannon', 'aerial-ace', 'block', 'covet', 'water-sport', 'water-pulse', 'fling', 'copycat', 'dark-pulse', 'night-slash', 'aqua-tail', 'air-slash', 'x-scissor', 'vacuum-wave', 'giga-impact', 'avalanche', 'grass-knot', 'aqua-jet', 'soak', 'round', 'scald', 'retaliate', 'water-pledge', 'bulldoze', 'dragon-tail', 'work-up', 'drill-run', 'sacred-sword', 'razor-shell', 'snarl', 'confide', 'throat-chop', 'smart-strike', 'liquidation', 'lash-out', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water', 'aqua-cutter', 'upper-hand']",['samurott'],95,100,85,108,70,70,"['torrent', 'shell-armor']",water,
504,patrat,5,116,5,"['swords-dance', 'cut', 'slam', 'sand-attack', 'tackle', 'leer', 'bite', 'low-kick', 'thunderbolt', 'dig', 'toxic', 'hypnosis', 'screech', 'double-team', 'focus-energy', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'snore', 'flail', 'protect', 'foresight', 'detect', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'facade', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'bullet-seed', 'covet', 'shock-wave', 'assurance', 'fling', 'last-resort', 'aqua-tail', 'seed-bomb', 'nasty-plot', 'zen-headbutt', 'gunk-shot', 'grass-knot', 'after-you', 'round', 'retaliate', 'work-up', 'confide', 'laser-focus', 'tearful-look']",['patrat'],45,55,39,35,39,42,"['run-away', 'keen-eye', 'analytic']",normal,
505,watchog,11,270,5,"['fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'cut', 'slam', 'sand-attack', 'tackle', 'leer', 'bite', 'flamethrower', 'hyper-beam', 'low-kick', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'hypnosis', 'double-team', 'confuse-ray', 'light-screen', 'focus-energy', 'bide', 'dream-eater', 'flash', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'snore', 'protect', 'detect', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'knock-off', 'endeavor', 'secret-power', 'signal-beam', 'covet', 'shock-wave', 'fling', 'last-resort', 'aqua-tail', 'seed-bomb', 'focus-blast', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'gunk-shot', 'grass-knot', 'after-you', 'round', 'retaliate', 'work-up', 'rototiller', 'confide', 'power-up-punch', 'laser-focus', 'stomping-tantrum']",['watchog'],60,85,69,60,69,77,"['illuminate', 'keen-eye', 'analytic']",normal,
506,lillipup,4,41,5,"['sand-attack', 'tackle', 'take-down', 'leer', 'bite', 'roar', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'double-team', 'lick', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'helping-hand', 'yawn', 'secret-power', 'hyper-voice', 'odor-sleuth', 'rock-tomb', 'aerial-ace', 'howl', 'covet', 'shock-wave', 'payback', 'last-resort', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'after-you', 'round', 'retaliate', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'baby-doll-eyes', 'psychic-fangs']",['lillipup'],45,60,45,25,45,55,"['vital-spirit', 'pickup', 'run-away']",normal,
507,herdier,9,147,5,"['tackle', 'take-down', 'leer', 'bite', 'roar', 'surf', 'strength', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'double-team', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'helping-hand', 'secret-power', 'hyper-voice', 'odor-sleuth', 'rock-tomb', 'aerial-ace', 'covet', 'shock-wave', 'payback', 'last-resort', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'after-you', 'round', 'retaliate', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'baby-doll-eyes', 'psychic-fangs']",['herdier'],65,80,65,35,65,60,"['intimidate', 'sand-rush', 'scrappy']",normal,
508,stoutland,12,610,5,"['tackle', 'take-down', 'leer', 'bite', 'roar', 'surf', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'double-team', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'helping-hand', 'superpower', 'secret-power', 'hyper-voice', 'odor-sleuth', 'rock-tomb', 'aerial-ace', 'covet', 'shock-wave', 'payback', 'last-resort', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'iron-head', 'after-you', 'round', 'retaliate', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'baby-doll-eyes', 'psychic-fangs', 'stomping-tantrum']",['stoutland'],85,110,90,45,90,80,"['intimidate', 'sand-rush', 'scrappy']",normal,
509,purrloin,4,101,5,"['pay-day', 'scratch', 'cut', 'sand-attack', 'growl', 'thunder-wave', 'toxic', 'quick-attack', 'screech', 'double-team', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'spite', 'protect', 'feint-attack', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'torment', 'facade', 'taunt', 'trick', 'role-play', 'assist', 'yawn', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'aerial-ace', 'covet', 'u-turn', 'payback', 'assurance', 'embargo', 'copycat', 'sucker-punch', 'dark-pulse', 'night-slash', 'seed-bomb', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'captivate', 'grass-knot', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'snarl', 'play-rough', 'confide', 'lash-out']",['purrloin'],41,50,37,50,37,66,"['limber', 'unburden', 'prankster']",dark,
510,liepard,11,375,5,"['pay-day', 'scratch', 'cut', 'sand-attack', 'growl', 'hyper-beam', 'thunder-wave', 'toxic', 'screech', 'double-team', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'spite', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'torment', 'facade', 'taunt', 'trick', 'role-play', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'aerial-ace', 'covet', 'u-turn', 'payback', 'assurance', 'embargo', 'sucker-punch', 'dark-pulse', 'night-slash', 'seed-bomb', 'giga-impact', 'nasty-plot', 'shadow-claw', 'psycho-cut', 'gunk-shot', 'grass-knot', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'snarl', 'play-rough', 'confide', 'laser-focus', 'throat-chop', 'skitter-smack', 'burning-jealousy', 'lash-out']",['liepard'],64,88,50,88,50,106,"['limber', 'unburden', 'prankster']",dark,
511,pansage,6,105,5,"['scratch', 'cut', 'vine-whip', 'leer', 'bite', 'low-kick', 'leech-seed', 'solar-beam', 'dig', 'toxic', 'double-team', 'lick', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'protect', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'uproar', 'torment', 'facade', 'focus-punch', 'nature-power', 'taunt', 'helping-hand', 'role-play', 'recycle', 'knock-off', 'endeavor', 'secret-power', 'astonish', 'rock-tomb', 'grass-whistle', 'tickle', 'bullet-seed', 'covet', 'magical-leaf', 'natural-gift', 'payback', 'fling', 'gastro-acid', 'worry-seed', 'seed-bomb', 'energy-ball', 'nasty-plot', 'shadow-claw', 'leaf-storm', 'gunk-shot', 'grass-knot', 'hone-claws', 'low-sweep', 'round', 'acrobatics', 'grass-pledge', 'work-up', 'disarming-voice', 'play-nice', 'confide', 'spiky-shield']",['pansage'],50,53,48,53,48,64,"['gluttony', 'overgrow']",grass,
512,simisage,11,305,5,"['cut', 'leer', 'hyper-beam', 'low-kick', 'solar-beam', 'dig', 'toxic', 'double-team', 'lick', 'flash', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'torment', 'facade', 'focus-punch', 'nature-power', 'taunt', 'helping-hand', 'role-play', 'superpower', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'covet', 'payback', 'fling', 'gastro-acid', 'worry-seed', 'seed-bomb', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'gunk-shot', 'grass-knot', 'hone-claws', 'low-sweep', 'round', 'acrobatics', 'grass-pledge', 'work-up', 'confide', 'power-up-punch', 'throat-chop']",['simisage'],75,98,63,98,63,101,"['gluttony', 'overgrow']",grass,
513,pansear,6,110,5,"['fire-punch', 'scratch', 'cut', 'leer', 'bite', 'flamethrower', 'low-kick', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'double-team', 'lick', 'fire-blast', 'amnesia', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'recycle', 'yawn', 'knock-off', 'endeavor', 'secret-power', 'astonish', 'overheat', 'rock-tomb', 'tickle', 'covet', 'natural-gift', 'payback', 'fling', 'gastro-acid', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'grass-knot', 'hone-claws', 'flame-burst', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'fire-pledge', 'work-up', 'belch', 'disarming-voice', 'play-nice', 'confide']",['pansear'],50,53,48,53,48,64,"['gluttony', 'blaze']",fire,
514,simisear,10,280,5,"['fire-punch', 'cut', 'leer', 'flamethrower', 'hyper-beam', 'low-kick', 'solar-beam', 'dig', 'toxic', 'double-team', 'lick', 'fire-blast', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'superpower', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'overheat', 'rock-tomb', 'covet', 'payback', 'fling', 'gastro-acid', 'focus-blast', 'giga-impact', 'shadow-claw', 'gunk-shot', 'grass-knot', 'hone-claws', 'flame-burst', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'fire-pledge', 'work-up', 'confide', 'power-up-punch', 'throat-chop']",['simisear'],75,98,63,98,63,101,"['gluttony', 'blaze']",fire,
515,panpour,6,135,5,"['ice-punch', 'scratch', 'cut', 'leer', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'dig', 'toxic', 'double-team', 'lick', 'waterfall', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'uproar', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'recycle', 'knock-off', 'endeavor', 'secret-power', 'dive', 'mud-sport', 'astonish', 'rock-tomb', 'tickle', 'covet', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'payback', 'fling', 'gastro-acid', 'aqua-ring', 'aqua-tail', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'grass-knot', 'hone-claws', 'low-sweep', 'round', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'play-nice', 'confide']",['panpour'],50,53,48,53,48,64,"['gluttony', 'torrent']",water,
516,simipour,10,290,5,"['ice-punch', 'cut', 'leer', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'dig', 'toxic', 'double-team', 'lick', 'waterfall', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'superpower', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'dive', 'rock-tomb', 'covet', 'water-pulse', 'payback', 'fling', 'gastro-acid', 'aqua-tail', 'focus-blast', 'giga-impact', 'shadow-claw', 'gunk-shot', 'grass-knot', 'hone-claws', 'low-sweep', 'round', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'confide', 'power-up-punch', 'throat-chop']",['simipour'],75,98,63,98,63,101,"['gluttony', 'torrent']",water,
517,munna,6,233,5,"['sonic-boom', 'psybeam', 'thunder-wave', 'toxic', 'psychic', 'hypnosis', 'double-team', 'defense-curl', 'barrier', 'light-screen', 'reflect', 'swift', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'moonlight', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'helping-hand', 'trick', 'magic-coat', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'healing-wish', 'lucky-chant', 'power-swap', 'guard-swap', 'worry-seed', 'energy-ball', 'zen-headbutt', 'trick-room', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'synchronoise', 'after-you', 'round', 'stored-power', 'ally-switch', 'moonblast', 'confide', 'dazzling-gleam', 'expanding-force']",['munna'],76,25,45,67,55,24,"['forewarn', 'synchronize', 'telepathy']",psychic,
518,musharna,11,605,5,"['psybeam', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'hypnosis', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'moonlight', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'helping-hand', 'trick', 'magic-coat', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'lucky-chant', 'power-swap', 'guard-swap', 'worry-seed', 'energy-ball', 'giga-impact', 'zen-headbutt', 'trick-room', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'stored-power', 'ally-switch', 'moonblast', 'confide', 'dazzling-gleam', 'psychic-terrain', 'expanding-force', 'misty-explosion']",['musharna'],116,55,85,107,95,29,"['forewarn', 'synchronize', 'telepathy']",psychic,
519,pidove,3,21,5,"['razor-wind', 'gust', 'fly', 'leer', 'growl', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'double-team', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'morning-sun', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'taunt', 'wish', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'lucky-chant', 'night-slash', 'air-slash', 'defog', 'round', 'echoed-voice', 'bestow', 'work-up', 'confide', 'dual-wingbeat']",['pidove'],50,55,50,36,30,43,"['big-pecks', 'super-luck', 'rivalry']",normal,flying
520,tranquill,6,150,5,"['razor-wind', 'gust', 'fly', 'leer', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'taunt', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'defog', 'round', 'echoed-voice', 'work-up', 'confide', 'dual-wingbeat']",['tranquill'],62,77,62,50,42,65,"['big-pecks', 'super-luck', 'rivalry']",normal,flying
521,unfezant,12,290,5,"['razor-wind', 'gust', 'fly', 'leer', 'growl', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'double-team', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'uproar', 'heat-wave', 'facade', 'taunt', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'round', 'echoed-voice', 'work-up', 'hurricane', 'confide', 'dual-wingbeat']",['unfezant'],80,115,80,65,55,93,"['big-pecks', 'super-luck', 'rivalry']",normal,flying
522,blitzle,8,298,5,"['stomp', 'double-kick', 'sand-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'low-kick', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'rage', 'screech', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'charge', 'helping-hand', 'endeavor', 'snatch', 'secret-power', 'signal-beam', 'bounce', 'shock-wave', 'feint', 'me-first', 'magnet-rise', 'discharge', 'charge-beam', 'electro-ball', 'flame-charge', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'eerie-impulse', 'electric-terrain', 'smart-strike', 'tera-blast', 'trailblaze', 'supercell-slam']",['blitzle'],45,60,32,50,32,76,"['lightning-rod', 'motor-drive', 'sap-sipper']",electric,
523,zebstrika,16,795,5,"['stomp', 'double-kick', 'sand-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'roar', 'hyper-beam', 'low-kick', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'screech', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'charge', 'taunt', 'helping-hand', 'endeavor', 'snatch', 'secret-power', 'overheat', 'signal-beam', 'bounce', 'shock-wave', 'feint', 'magnet-rise', 'giga-impact', 'discharge', 'charge-beam', 'electro-ball', 'flame-charge', 'round', 'ally-switch', 'volt-switch', 'bulldoze', 'electroweb', 'wild-charge', 'ion-deluge', 'confide', 'eerie-impulse', 'electric-terrain', 'high-horsepower', 'laser-focus', 'smart-strike', 'tera-blast', 'trailblaze', 'supercell-slam']",['zebstrika'],75,100,63,80,63,116,"['lightning-rod', 'motor-drive', 'sap-sipper']",electric,
524,roggenrola,4,180,5,"['sand-attack', 'headbutt', 'tackle', 'take-down', 'strength', 'earthquake', 'toxic', 'double-team', 'harden', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'lock-on', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'hidden-power', 'rock-smash', 'facade', 'nature-power', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'gravity', 'rock-polish', 'earth-power', 'flash-cannon', 'stone-edge', 'stealth-rock', 'wide-guard', 'autotomize', 'smack-down', 'heavy-slam', 'round', 'bulldoze', 'confide', 'body-press', 'meteor-beam']",['roggenrola'],55,75,85,25,25,15,"['sturdy', 'weak-armor', 'sand-force']",rock,
